"",Matrix::rowSums(assay(gast_cds))
LOC105339606,114
LOC105339607,692
LOC105344404,1924
LOC117688762,1484
LOC105344402,2407
LOC117688763,12
LOC117688764,27
LOC105328813,2
LOC105328812,990
LOC105328815,1947
LOC105328816,85
LOC109618819,3189
LOC105328817,2484
LOC105328837,27
LOC105328818,95
LOC105328417,1421
LOC105328416,2599
LOC105328414,3859
LOC105328413,21162
LOC105328412,262
LOC105328424,196
LOC105330392,513
LOC109619803,17
LOC105330394,1807
LOC105330395,246
LOC105330410,57
LOC105330396,929
LOC105330397,3537
LOC105330398,8144
LOC117688766,27
LOC117688765,274
LOC105330400,941
LOC105330401,52585
LOC105330402,11374
LOC105330404,8163
LOC117689546,15
LOC105330405,332
LOC105330406,12
LOC105335495,3577
LOC105335496,54
LOC117688767,0
LOC105336334,4
LOC117688768,3
LOC105335497,1
LOC105335498,0
LOC105335499,0
Trnan-guu,0
Trnan-guu_1,0
Trnan-guu_2,0
LOC117688769,168
LOC117688770,1
LOC117680538,3
LOC117688771,3
LOC117688772,13
LOC105336456,1
LOC109620492,10
LOC105342596,170
LOC105342594,5079
LOC105342593,30056
LOC117688774,41
LOC117688773,0
LOC105342592,189
LOC105342590,7262
LOC105342589,4872
LOC105342588,159
LOC105342587,1149
Trnav-aac,0
LOC105342586,1501
LOC105342585,208
LOC105327008,161
LOC105347553,1279
LOC105347536,3425
LOC105347537,16808
LOC105347538,95736
LOC105347539,10416
LOC117688775,89
LOC105347554,315
LOC105347541,499
LOC105333652,100581
LOC105336071,227
LOC105320455,356
LOC105341483,70
LOC105341506,8
LOC105341505,2416
LOC105341504,5144
LOC105341503,363
LOC105330468,836
LOC105330460,2935
LOC105330469,17
LOC105330461,21
LOC105330470,2
LOC117688776,0
LOC117688777,0
LOC105330462,83
LOC117688778,1
LOC105330463,0
LOC105330464,3
LOC105330466,2
LOC105330465,0
LOC105341948,3
LOC117688779,5
LOC117688780,0
LOC117689108,0
LOC109620415,0
LOC117688781,4
LOC105341947,2
LOC105341946,53
LOC105322804,0
Trnan-guu_3,0
LOC105322805,0
LOC105319300,537
LOC105336701,409
LOC117688782,0
LOC117688783,7
LOC117688784,0
LOC117688785,0
LOC105322982,3
LOC105322983,1
LOC117688786,2
LOC117688787,0
LOC105322984,1
LOC117688788,1
LOC105322986,3
LOC105339602,27
LOC117688789,0
LOC105333514,0
LOC109619418,63
LOC105333515,0
LOC105333516,3
LOC105333513,8131
LOC105333512,3908
LOC105333510,17270
LOC105333509,7868
LOC105333508,2617
LOC105333507,1721
Trnas-gcu_10,0
LOC105333505,29017
LOC105333504,4177
LOC105327639,5700
LOC105327638,12321
LOC105327637,809
LOC105327635,5949
LOC105327634,3232
LOC105327633,30
Trnal-caa,0
Trnan-guu_4,0
LOC105327657,89
LOC105327632,12649
LOC105327631,52
LOC105327630,879
LOC117688790,1
LOC105327629,2634
LOC105327627,7867
LOC117688791,285
LOC105327626,1082
LOC105327625,30153
LOC105327624,6191
LOC105327623,12526
LOC105327622,119
LOC105327620,438
LOC105327618,1207
LOC105327617,36181
LOC105327615,1314
LOC109618683,43
Trnas-aga_4,0
LOC105327616,1292
LOC105327613,27074
LOC117688792,26
Trnav-cac_2,1
LOC117688793,2
LOC117688794,0
LOC117689110,0
LOC109618681,8
LOC117688795,1
LOC117688796,37
LOC117688797,0
LOC117688798,393
LOC117689111,0
LOC105325660,8
LOC105335406,4
LOC117688800,0
LOC105327652,17
LOC109619604,18
LOC105334970,216
LOC105334905,1015
LOC105334906,4245
LOC117688801,5
LOC117688802,178
LOC117688803,871
LOC109617841,320
LOC105321784,57
LOC117689112,2
LOC117688805,46
LOC105326269,715
LOC105326271,94
LOC105326272,3528
LOC105326273,2613
LOC105326274,4268
LOC105326275,6713
LOC105326276,1930
LOC105326277,83
LOC105326279,422
LOC105326278,1085
LOC105326281,2519
LOC105326280,7928
LOC109619367,19
LOC117688806,45
LOC105326282,0
LOC105326284,354
LOC105346440,32
LOC105326285,4267
LOC105326286,278
LOC105326288,4726
LOC105326287,3639
LOC105326289,632
LOC105326291,972
LOC105326292,1084
LOC105326293,4771
LOC117688807,171
LOC105318361,13503
LOC117688808,1693
LOC105326294,6111
LOC105326295,1694
LOC105326296,6595
LOC105326297,258
LOC105326310,27
LOC105326311,5
LOC105326300,92
LOC117688809,65
LOC105326301,485
LOC105324099,90467
LOC105321525,1734
LOC105321526,7259
LOC105321527,27829
LOC105321528,40
LOC105321530,1545
LOC105321531,148
LOC105321532,93
LOC105321533,13350
LOC105321534,230
LOC105321535,295
LOC105321536,69
LOC105321575,223
LOC105321537,14
LOC105321538,3129
LOC105321539,4227
LOC117689114,3547
LOC105335121,1363
LOC105335120,6975
LOC105335119,171
LOC105335132,176
LOC105347534,1149
LOC109619925,380
LOC117688811,17
LOC105337665,102
LOC117689115,14
LOC117689116,4
LOC117688920,1235
LOC105337663,1757
LOC105337668,32
LOC117689308,0
LOC109619924,75
LOC117689186,283
LOC105337662,1385
LOC105337660,205
LOC105337661,5
LOC105337658,5
LOC117689117,0
LOC105346758,59
LOC117688813,0
LOC105319423,7
LOC117688814,0
LOC105319425,9
LOC105319426,13
LOC117688815,7
LOC117688816,2
LOC117688817,464
LOC117688818,6
LOC105345179,15
LOC105345102,0
LOC105345356,0
LOC109620736,46
LOC105346232,258
LOC105344959,5682
LOC105345262,7271
LOC105327439,5199
LOC105327444,6535
LOC105327453,659
LOC105327463,773
LOC105327473,160
LOC105327495,387
LOC109618663,16
LOC105327504,0
LOC109618655,2
LOC117688819,2
LOC105331005,4
LOC109619690,45
LOC105335024,3900
LOC105335023,8268
LOC105335022,13042
LOC105335021,24796
LOC105335020,138
LOC105348709,388
LOC105326742,8379
LOC105326745,195
LOC105326901,3
LOC105326756,2772
LOC105326768,140
LOC105326908,7
LOC105326796,33068
LOC105326807,1209
Trnaa-agc,0
LOC105326818,4607
LOC105326857,16886
LOC105326917,22029
LOC105342177,2025
LOC117688821,0
LOC105342186,0
LOC105342181,211
LOC105342182,5709
LOC105342183,1644
LOC105327642,13046
LOC105327643,1118
LOC105321481,11900
LOC117688820,476
LOC105326996,3398
LOC105326997,117
LOC105326998,7181
LOC105326999,144117
LOC105327000,3
LOC105327001,20
LOC105342401,31636
LOC105342400,22930
LOC105342399,1764
LOC105342398,1566
LOC105342397,137167
LOC105342396,19164
LOC105342395,4491
LOC105342392,2325
LOC105342393,1150
LOC105342391,103679
LOC105342390,12820
LOC105342389,11751
LOC105342388,1514
LOC105342387,3354
LOC105342386,3535
LOC105320051,238
LOC105320002,74
LOC105320001,5552
LOC105319999,3208
LOC105322065,58
LOC105322068,3
LOC105322067,2
LOC117688822,29
LOC117688823,6
LOC117688824,4
LOC117688828,0
LOC117688827,1
LOC117688825,0
LOC117688826,49
LOC105322066,27
LOC105322064,1873
LOC105322062,83
LOC105322063,36324
LOC105322061,1186
LOC105322060,56225
LOC105345164,622
LOC105345167,98256
LOC105345168,922
LOC117688829,210
LOC117688830,20
LOC117688831,44
LOC105337135,0
LOC105337134,9
LOC117680549,11
LOC117688834,0
LOC117688835,0
LOC105337133,59
LOC105337132,16
LOC117688832,8
LOC117688833,1
LOC109619859,3
LOC105331856,10
LOC117688836,3
LOC105339527,23
LOC117688837,21
LOC105339507,66
LOC105339498,6
LOC105323475,135598
LOC105339480,10658
LOC105339465,25215
LOC105339449,5221
LOC105339439,8
LOC105318196,26
LOC105318195,4085
LOC117688838,555
LOC117688839,94
LOC105318194,5245
LOC105318192,4296
LOC105318191,123
LOC105318190,11622
LOC105318189,2237
LOC105318188,232
LOC105318187,62
LOC105318181,24
LOC105318183,8
LOC109617360,2
LOC105318208,178
LOC105318185,0
LOC105318186,76
LOC105318180,260
LOC105325375,4637
Trnas-aga_5,0
LOC117688840,2708
LOC117689119,4
LOC105321556,72
LOC105321540,317
LOC105321529,1520
LOC105321519,22690
LOC105321495,212795
LOC105321488,8709
LOC117688847,625
LOC117688848,1456
LOC105321581,6
LOC105321477,0
LOC109617744,6
LOC105321570,14
LOC105321469,25
LOC105321449,2012
LOC105321439,448
LOC105327064,42
LOC105321391,23341
LOC105321381,3071
LOC105321370,1169
LOC105321360,0
LOC117688849,8125
LOC105333178,38231
LOC105333177,676
LOC105331140,29
LOC105331138,18572
LOC105331137,1695
LOC105331136,7675
LOC105331135,69189
LOC105331134,12432
LOC109619107,14
LOC105331133,312
LOC105333083,612
LOC105333084,686
LOC105333085,39
LOC105335325,607
LOC109619649,952
LOC105333088,1985
LOC105333087,13
LOC105333091,3
LOC105333090,19
LOC109619366,47
LOC117688852,8
LOC117688853,0
LOC109619368,0
LOC105333098,25
LOC105333100,1140
LOC105333099,23
LOC105333101,91
LOC105333103,979
LOC117688854,26
LOC117689136,1557
LOC105333104,7855
LOC105333112,36
LOC105333106,0
LOC105333105,1
LOC105333107,21354
LOC105333108,1241
LOC105333109,2
LOC105333110,5
LOC105319787,0
LOC117688855,1
LOC105338420,4
LOC105338419,1296
LOC109620014,14
LOC105338416,363
LOC105346323,51
LOC105338415,4
LOC105338414,11
LOC105349028,211
LOC105349025,507
LOC105349024,1195
LOC105349023,19163
LOC105349022,66
LOC105349052,32
LOC105349021,59320
LOC105349051,4344
LOC105349020,494230
LOC105337017,0
LOC105337016,76149
LOC105337015,1407
LOC105337011,685
LOC105337014,1
LOC105337012,21
LOC109619842,315
LOC105337007,110
LOC105337008,15375
LOC105337006,8421
LOC105337005,8878
LOC105337004,3164
LOC105337001,2965
LOC105337002,1551
LOC117688857,7983
LOC117688858,680
LOC105337000,11037
LOC105336998,20994
LOC105336999,36
LOC117688859,39
LOC105336995,1542
LOC105337036,23342
LOC105336992,2418
LOC105336993,2676
LOC117688860,19
LOC117688861,7
LOC105336989,37
LOC105336990,8
LOC105336991,2424
LOC105336986,27316
LOC117688862,25
LOC105336985,22
LOC117688863,8
LOC117688866,2
LOC117688865,6
LOC105336983,36
LOC117688867,11
LOC117680573,1
LOC109619836,5
LOC105336981,2
LOC105337035,1
LOC117688868,0
LOC117688869,4
LOC105337419,6
LOC105344420,25
LOC105344419,1326
LOC105344418,222
LOC105344416,2187
LOC105344415,857
LOC105344414,6131
LOC105344412,261
LOC105344411,24245
LOC105344410,3061
LOC105344409,621
LOC105348203,599
LOC105344408,6194
LOC105344407,4869
LOC105344406,95
LOC109619841,7
LOC105346271,105
LOC105346272,19
LOC117688870,65
LOC105346273,1693
LOC105326251,1230
LOC105326171,15447
LOC105326025,10555
LOC117688871,8153
LOC105342789,152
LOC105342790,3571
LOC105342791,2984
LOC105342792,41108
LOC105342793,5054
LOC117688872,0
LOC105325734,4582
LOC117688873,13
LOC105333743,19
LOC117689137,7
LOC117688874,0
LOC105326894,43
LOC105326892,19168
LOC105326891,23
LOC105326890,4350
LOC105326889,140
LOC105326888,5769
LOC105346945,34171
LOC117680633,3481
LOC105346949,2450
LOC105346948,48
LOC117688876,2542
LOC117688881,160
LOC117688877,28
LOC117688884,0
LOC117688878,22
LOC117688883,1
LOC117688879,1
LOC117688882,2
LOC109618357,125
LOC105346950,8
LOC105326174,0
LOC105346947,1982
LOC117689028,39
LOC105346952,445
LOC105323811,20216
LOC105346956,7376
LOC105346955,4250
LOC105346957,14139
LOC105346958,8596
LOC105346959,692
LOC105346960,16632
LOC105346963,190
LOC105346962,8
LOC117689232,23
LOC105346964,88
LOC105346965,394
LOC105346967,10932
LOC105346968,17260
LOC105328086,201
LOC105328076,3
LOC105328053,403
LOC109617041,1515
LOC105328027,36
LOC105334576,111168
LOC105334589,2787
LOC105334575,31908
LOC105334573,6746
LOC105335665,1230
LOC105335663,4201
LOC105335664,25
LOC105335670,128
LOC105344200,1031
LOC105344201,1730
LOC105344202,6850
LOC105344204,16132
LOC117680467,81
LOC117689086,5
LOC105344205,58148
LOC117689085,106
LOC105344207,1306
LOC105333750,606
LOC105333748,1281
LOC105333747,30
LOC105333746,1221
LOC105333823,100
LOC105348352,2779
LOC105348353,12
LOC105348354,15
LOC109617122,3
LOC105348355,1
LOC117689090,3
LOC105348357,13
LOC105348367,26
LOC109617250,1
LOC105335158,26
LOC117689089,0
LOC117689087,15
LOC105317584,120
LOC117689088,0
LOC105317597,37
LOC105317545,5397
LOC105317538,46
LOC105317529,12
LOC105317509,8
LOC105317499,2882
LOC105317490,2272
LOC105317481,99
LOC105317473,16131
LOC105317448,2251
LOC105317465,1452
LOC105317439,3711
LOC105346789,26176
LOC105346787,1713
LOC105346790,934
LOC105317419,3877
LOC105317409,14392
LOC105317400,131794
LOC105317380,876
LOC105317373,1819
LOC105330998,2512
LOC105330997,4757
LOC117689091,7
LOC105330996,1
LOC105330342,4
LOC117689092,1
LOC105338313,2
LOC105338311,3483
LOC105345099,1656
LOC105338312,2943
LOC105323992,9740
LOC105320097,17
LOC105320095,19676
LOC105320098,64
LOC105320099,26009
LOC105320100,67019
LOC105320101,7515
LOC105320103,12
LOC105320104,19020
LOC105320105,10545
LOC105320106,35380
LOC105320107,11880
LOC105320109,3431
LOC105320108,4437
LOC105320113,2593
LOC117689093,119
LOC105320110,57779
LOC105348542,394
LOC105348543,60765
LOC105348544,9438
LOC105349084,428
LOC105349083,34
LOC105349081,1
LOC105349080,1
LOC105349088,0
LOC117689094,0
LOC105336304,40
LOC109619707,3
LOC117689095,1
LOC105349079,1
LOC109617218,6
LOC105349078,32
LOC117689096,1
LOC105349075,5699
LOC105349074,577
LOC105349087,128
LOC105349072,3
LOC105349071,128
LOC117689276,8
LOC105349073,28
LOC117689139,4
LOC117689140,72
LOC105332955,0
LOC105332956,0
LOC105348943,0
LOC105344040,1545
LOC105344041,600
LOC105344042,1305
LOC105344043,866
LOC105340978,502
LOC105330809,2950
LOC105340976,14
LOC105330808,44
LOC105330806,352
LOC109618515,4
LOC105326367,689
LOC105326366,6119
LOC105326362,2242
LOC105326365,2194
LOC105326361,7478
LOC117689142,24
LOC117689141,55
LOC105326360,195
LOC105326384,79
LOC105326359,2900
LOC105326358,2316
LOC105326357,283
LOC105326383,69055
LOC117689277,46
LOC105324557,1551
LOC105324556,85
LOC105324555,4376
LOC105327253,76
LOC105327252,174234
LOC105327251,30
LOC105327250,1
LOC117689278,4
LOC105327248,3
LOC105327246,1252
LOC105327244,818
LOC105327243,10581
LOC105327241,264
Trnam-cau_2,0
Trnak-uuu,0
Trnak-uuu_1,0
Trnak-uuu_2,0
Trnar-ccu,0
Trnam-cau_3,0
Trnaa-ugc_1,0
Trnak-uuu_3,0
Trnar-ccu_1,0
Trnam-cau_4,0
Trnaa-ugc_2,0
Trnak-uuu_4,0
Trnar-ccu_2,0
Trnam-cau_5,0
Trnaa-ugc_3,0
Trnak-uuu_5,0
Trnak-uuu_6,0
Trnar-ccu_3,0
Trnaa-ugc_4,0
Trnar-ccu_4,0
Trnam-cau_6,0
Trnaa-ugc_5,0
Trnak-uuu_7,0
Trnar-ccu_5,0
Trnam-cau_7,0
Trnaa-ugc_6,0
Trnak-uuu_8,0
Trnar-ccu_6,0
Trnam-cau_8,0
Trnaa-ugc_7,0
Trnar-ccu_7,0
Trnam-cau_9,0
Trnaa-ugc_8,0
Trnak-uuu_9,0
Trnar-ccu_8,0
Trnam-cau_10,0
Trnaa-ugc_9,0
Trnak-uuu_10,0
Trnar-ccu_9,0
Trnam-cau_11,0
Trnaa-ugc_10,0
Trnak-uuu_11,0
Trnar-ccu_10,0
LOC117689220,3
LOC117689221,4
LOC105327239,16149
LOC105322803,3266
LOC105327237,848
LOC117688841,22
LOC117688842,13
LOC105327296,29677
LOC105342195,3
LOC105327236,6
LOC105327235,365
LOC105319482,3
LOC105319481,19
LOC105319480,0
LOC117688897,3
LOC109617529,14
LOC105319479,6
LOC109617528,0
LOC117689259,0
LOC105319478,0
LOC105319477,56
LOC117689434,1
LOC105319476,71
LOC109617527,0
LOC109619702,15
LOC105317118,21
LOC117689152,4
LOC105318921,7810
LOC105318922,9544
LOC105318924,113
LOC105318925,369
LOC117689228,20389
LOC117689229,6
LOC109619910,186
LOC105337613,11202
LOC105337611,9316
LOC117689230,4
LOC105337614,2
LOC105332243,5
LOC109620728,0
LOC105337615,3
Trnas-aga_6,0
Trnas-aga_7,0
LOC117689231,15
LOC109620027,0
LOC105338508,96
Trnas-aga_8,0
LOC109620028,85
LOC105338509,197
LOC105317568,40396
LOC105319333,565
LOC117689380,13
LOC105319332,7091
LOC105319329,85
LOC105319330,34
LOC105327607,3
LOC105327598,0
LOC105327588,3
LOC105327577,206
LOC105327569,8
LOC105339530,36
LOC117689155,2
LOC105327562,13
LOC117688845,142
LOC117688846,345
LOC117688843,1
LOC117688844,1
LOC105334674,0
LOC117689237,32
LOC105346026,1
LOC109619330,1
LOC117689239,7
LOC117689240,2
LOC105346016,7481
LOC105346010,8202
LOC105346002,14174
LOC117680291,198725
LOC105345989,131451
LOC105345974,1417
LOC105345956,5134
LOC105345955,2295
LOC105345944,2175
LOC105345936,65
LOC117689243,112
LOC105345919,15200
LOC105345926,39246
LOC105345907,4974
LOC105345875,8258
LOC105345880,2921
LOC105345890,14617
LOC105345845,2589
LOC105347277,96
LOC105347276,13998
LOC105347275,16019
Trnal-caa_1,0
Trnal-caa_2,0
Trnal-caa_3,0
LOC105347274,3294
LOC105347272,658
LOC105345132,9418
LOC117689245,1
LOC105345210,93
LOC117689246,49
LOC105345196,25
LOC105345230,52
LOC105345221,9
LOC105345244,17276
LOC105345240,277
LOC109620850,88
LOC105345252,1963
LOC105345257,3902
LOC105345263,5758
LOC117689248,338
LOC117689247,11729
LOC109620855,274
LOC117689249,5
LOC105345320,8094
LOC105345327,11952
LOC105345345,1034
LOC105345338,6640
LOC105345357,77468
LOC117689250,72
LOC105345371,12053
LOC105323798,29
LOC105339217,5
LOC105339215,14
LOC105339214,11
LOC105339212,3
LOC105339211,6705
Trnal-caa_4,0
LOC105320146,330
LOC105330795,275
LOC109619209,23344
LOC105330789,2296
LOC105330790,7401
LOC105330791,6289
LOC105330793,20844
LOC105330792,17759
LOC105330794,2156
LOC105342042,107348
LOC105342043,123
LOC105342045,14229
LOC105342046,9
LOC117689034,1
LOC105342406,2
LOC105342405,46
LOC117689036,0
LOC117689039,0
LOC117689035,3
LOC117689033,1
LOC117689143,3
LOC105330768,18
LOC117689038,2
Trnat-ggu_2,0
Trnat-ggu_3,0
LOC117689037,0
LOC117689144,3
LOC117689321,0
LOC105346296,0
LOC117689040,0
LOC105346308,180
LOC109621002,0
LOC105346295,2
LOC105346294,3409
LOC105346293,38137
LOC105346292,3
LOC105319833,1698
LOC105319832,3269
LOC105319831,160
LOC117689041,11
LOC105319830,18976
LOC105319828,372
LOC105319829,564
LOC105319827,18299
LOC117689042,23
LOC105319826,6367
LOC105319825,1242
LOC105319824,6060
LOC117689043,22
LOC105325725,8290
LOC105325726,6
LOC105325727,2587
LOC105325728,15018
LOC105325730,2229
LOC117689044,183
LOC105325732,29083
LOC105325733,2260
LOC105317170,4172
LOC105317169,961
LOC105317172,10125
LOC105317173,1594
LOC117689045,26644
LOC117689051,35325
LOC105317176,2972
LOC117689049,6244
LOC117689046,2362
LOC105317181,4157
LOC105317182,3
LOC117689048,284
LOC105317174,41119
LOC105317175,53077
LOC117689050,2420
LOC105317177,3188
LOC105317179,266
LOC117689047,3135
LOC117689052,0
LOC105317183,410
LOC105317185,738
LOC105317184,9160
LOC105317186,21741
LOC105317188,49
LOC105338744,140
LOC105338754,3676
LOC117689053,423
LOC105338851,72
LOC105338740,105
LOC105338696,46416
LOC105338683,13440
LOC105338673,13871
LOC105338665,3030
LOC105338655,1359
LOC105338640,31277
LOC105338621,2501
LOC105338630,41
LOC105338612,1452
LOC105338603,9032
LOC105338595,24308
LOC105338587,2092
LOC105338579,168
LOC105338569,1287
LOC105338560,1
LOC105338541,40
LOC105338530,20
LOC105338490,6
LOC117689058,0
LOC105338459,6
LOC117689054,0
LOC105344818,4
LOC105335400,292
LOC117689055,24
LOC105345671,10
LOC105338478,0
LOC117689057,4
LOC117689056,2
LOC105335394,12
LOC105341367,21
LOC105337192,252
LOC109620568,159
LOC105321369,112
LOC105341794,16578
LOC105341793,5818
LOC105341792,2647
LOC105341791,529
LOC105341789,32
LOC117680380,2766
LOC105341788,209
LOC105341787,14793
LOC105341821,1350
LOC117688923,370
LOC117688924,20
LOC105324071,559
LOC105341783,2230
LOC105341779,3780
LOC105341778,17463
LOC105341777,32518
LOC117688925,19
LOC105341775,588
LOC105341776,6591
LOC105341772,1464
LOC105341773,14384
LOC105341771,479
LOC105341770,469
LOC105341769,6725
LOC105341818,5556
LOC105341768,3033
LOC105341767,5726
LOC105341765,23610
LOC105341766,6699
LOC105341763,12349
LOC105341762,7146
LOC105341761,508
LOC105341760,1968
LOC105341759,27075
LOC105324454,33526
LOC105324453,8375
LOC117680434,298
LOC105341755,145
LOC117688926,24024
LOC117688927,70
LOC117688928,1
LOC105344849,510
LOC117688929,108
LOC117688930,3
LOC105341756,279
LOC117680442,3815
LOC105341754,39680
LOC105341752,483
LOC105341751,84223
LOC105341748,1261
LOC117688931,0
LOC105346431,869
LOC117688932,40
LOC105346430,8063
LOC105346429,771
LOC105334747,3202
LOC105318641,3222
LOC105318636,2030
LOC105318635,1309
LOC105318637,4176
LOC105318638,687
LOC105318639,2211
LOC105335651,6076
LOC117688933,37
LOC105335669,1129
LOC105335652,67914
LOC105335654,1386
LOC105335656,1371
LOC105335655,89726
LOC105335659,95
LOC105335658,5
LOC105335657,91
LOC105335660,8226
LOC105335661,2509
LOC117688940,92
LOC117689323,17
LOC117688938,27
LOC117688937,996
LOC117688936,4
LOC105340408,3324
LOC117688939,406
LOC117688935,80
LOC109617776,25
LOC117688934,176
LOC105340407,80
LOC117688941,3
LOC105340409,120
LOC105340413,11797
LOC105340412,770
LOC105340414,242
LOC105340415,1302
LOC117688942,99
LOC105340417,0
LOC105340418,4958
LOC109620253,10833
LOC105339982,207
LOC105339980,7611
LOC105344391,4769
LOC105344381,1765
LOC117680540,3216
LOC117688944,4
LOC105344380,108
LOC117688943,5250
LOC105344379,3720
LOC105344378,3735
LOC105344376,525
LOC105344377,2013
LOC105344374,25377
LOC105344373,5449
LOC105344372,16675
LOC105344371,3780
LOC105334178,60
LOC117688947,8
LOC117688945,0
LOC117688946,0
LOC105340623,2530
LOC105340624,81
LOC105340612,1640
LOC105340613,1114
LOC105340614,53776
LOC105340616,23773
LOC105340617,27586
LOC105340618,27576
LOC105340619,162
LOC105340621,22991
LOC105340620,29718
LOC105340622,4
LOC109617404,11
LOC105332994,23
LOC117688951,56
LOC105319591,9
LOC117688950,1
LOC117689324,0
LOC117688952,1
LOC105342626,1
LOC117688953,0
LOC105324478,0
LOC105349174,4
LOC117689218,1
LOC117688922,5
LOC117688921,1
LOC105322017,20
LOC117689184,0
LOC105320842,10206
LOC105320843,2851
LOC105320844,14238
LOC105320845,2040
LOC105320846,6366
LOC105341080,9125
LOC105320847,16127
LOC105320862,631
LOC105320849,11135
LOC105320851,468
LOC105320852,1557
LOC105320863,6047
LOC105320853,199
LOC105320854,8410
LOC105320855,5750
LOC105322881,11244
LOC105322880,24273
LOC105334049,233
LOC105322879,218
LOC105320865,7
LOC109617702,3
LOC105320867,53
LOC105344669,291
LOC105341040,2
LOC105344670,2
LOC105344671,109
LOC117689158,3
LOC109620778,175
LOC117680322,0
LOC117689159,2
LOC117689160,0
LOC105337146,44
LOC105321631,467
LOC105328140,814
LOC105335392,12
LOC109619659,2
LOC105322832,12
LOC105336975,63
LOC105336976,163
LOC105336977,4
LOC117689161,8
LOC117689162,0
LOC117689325,8
