"",Matrix::rowSums(assay(CPbla_cds))
LOC109620963,246
LOC105346053,0
LOC105346052,0
LOC105346049,1
LOC117684035,6
LOC117684028,3
LOC117684033,0
LOC117684036,1
LOC105346051,6
LOC117684034,0
LOC109620961,47
LOC117684040,57
LOC105341561,57
LOC105341562,0
LOC105341575,68
LOC105341563,1080
LOC105341576,1017
LOC105341564,4910
LOC105341578,52
LOC105341565,3123
LOC105324324,389
LOC117684084,103
LOC105325213,3048
LOC105331492,2879
LOC105325215,125
LOC105325216,18
LOC109618365,0
LOC105325217,208
LOC105325221,539
LOC105325222,11
LOC105325218,7
LOC105329713,52670
LOC105329525,30026
LOC105323170,61
LOC105323163,1
LOC105323155,31
LOC105330710,95
LOC105323139,6246
Actr2,2031
LOC105323125,4379
LOC105323107,2273
LOC105323089,208
LOC105323175,4500
LOC105327669,2225
LOC105327663,174
LOC105327653,1480
LOC105327719,1713
LOC105330942,103
LOC109619083,46
LOC105330946,3
LOC109619082,15
LOC105330940,120
LOC105330938,40
LOC105330937,18
LOC105330936,1
LOC105330935,17173
LOC105330934,2862
LOC105330933,1285
LOC105330932,145
LOC117684155,4
LOC109619081,1
LOC117684156,0
LOC105326339,213
LOC105326340,2798
LOC105326341,84
LOC105326343,3885
LOC105326344,7178
LOC105326345,6547
LOC105326346,6
LOC117693037,0
LOC105326350,5
LOC105326351,26
LOC109620289,12
LOC117684176,0
LOC105340655,9
LOC105340656,4346
LOC105340657,481
LOC105340658,1
LOC105340659,15828
LOC105340668,5
LOC117684185,2
LOC105340660,560
LOC105340662,3393
LOC105340663,30
LOC105340665,10555
LOC105340669,6434
LOC105331248,1
LOC117684198,0
LOC105331241,4
LOC105331239,858
LOC105331238,90
LOC105331247,84
LOC105331237,4360
LOC105331236,2
LOC105331235,1
LOC105331246,16263
LOC105348216,0
LOC117684238,490
LOC117684251,0
LOC105348215,10
LOC105348243,3
LOC117684258,32
LOC117684230,29
LOC117693046,0
LOC117684253,25
LOC105324918,1870
LOC105324957,2
LOC105342321,1413
LOC117684254,5
LOC117684255,64
LOC105342319,1
LOC105337700,70
LOC105342318,5
LOC117684276,0
LOC105321737,36
LOC105321735,2171
LOC117684277,67
LOC105348470,692
LOC117684280,772
LOC105337904,513
LOC105337911,4
LOC105337906,4
LOC109619960,1
LOC105341921,652
LOC105341923,1574
LOC117684340,0
LOC117684369,23
LOC117684344,0
LOC117693048,0
LOC105341924,4
LOC109617378,0
LOC105318521,168
LOC117684370,0
LOC117684371,0
LOC117693051,0
LOC105346803,8
LOC105341795,0
LOC105341796,2
LOC105341797,1
LOC105335245,2
LOC105332962,114
LOC105332961,13045
LOC105332960,5611
LOC105339671,2181
LOC105339741,720
LOC105340032,12418
LOC105340117,2846
LOC105340337,846
LOC105340423,8764
LOC105340647,2047
LOC105340738,3815
LOC105328942,279
LOC105340867,23
LOC105341062,231
LOC117684399,247
LOC105341674,42
LOC105341332,55
LOC105341514,1815
LOC105324583,90
LOC105328944,32
LOC105328921,31
LOC105328920,99
LOC105328919,30
LOC105328918,91
LOC105328917,1194
LOC105328916,551
LOC109618896,0
LOC105329489,2
LOC105329490,2
LOC105329491,1
LOC117684420,7
LOC105329493,4
LOC105329492,7
LOC117693052,39
LOC105342230,56
LOC105347390,168
LOC105347389,70
LOC105318011,49
LOC105347388,42
LOC105347404,2191
LOC105333569,2645
LOC117684442,7
LOC117684443,13
LOC105329255,1
LOC105340633,0
LOC105339960,0
LOC117693053,0
LOC105334400,0
LOC105334399,9
LOC105338575,79
LOC105338576,10
LOC105331774,5
LOC105338578,303
LOC105338577,669
LOC109620036,4
LOC105338580,152
LOC117684458,127
LOC105326995,3402
LOC105331215,5
LOC105331216,1055
LOC105331217,97
LOC105331219,314
LOC105331218,99
LOC105324448,19
LOC105347487,1229
LOC105323977,2864
LOC105332689,1496
LOC105332682,68
LOC105332676,3408
LOC105332661,62
LOC105332730,12
LOC105332717,1
LOC117688851,1
LOC117688850,17
LOC105332654,60
LOC105332707,518
LOC105330283,10
LOC105330284,331
LOC109619004,280
LOC105330285,1
LOC117693055,0
LOC117688856,10
LOC117688880,0
LOC109619998,0
LOC105338277,0
LOC117688864,1
LOC117693057,0
LOC117688875,0
LOC105338278,2
LOC105338251,9199
LOC117688888,1
LOC105338253,0
LOC105338254,5150
Trnas-gcu_1,0
LOC105338255,469
LOC105338258,7573
LOC105338257,0
Trnar-ccg,0
LOC109617071,38
LOC105338260,1308
LOC105338262,6105
LOC105338263,918
LOC105329287,0
LOC105334592,14
LOC117680660,12
LOC105338264,2300
LOC105338265,15108
LOC105338266,45
LOC105338267,64
LOC105338269,16
LOC105338270,3406
LOC105338271,890
LOC105338272,560
LOC117688949,14
LOC105338273,12208
LOC105338274,4
LOC105348453,7
LOC105326528,0
LOC105324410,0
LOC105342325,0
LOC117688948,0
LOC105342324,2
LOC105333489,0
LOC105348504,0
LOC105333487,4
LOC109619407,173
LOC105333421,7665
LOC105333422,7527
LOC105333425,15
LOC109617920,12
LOC105333427,4849
LOC105333431,80
LOC105347529,52
LOC105333430,6
LOC117689023,67
LOC109617530,53
LOC105333429,46
LOC105333490,8
LOC105333433,4346
LOC105333434,85643
LOC105333436,64528
LOC105333437,1187
LOC105333438,11782
LOC105333439,6
LOC105333440,27
LOC105333442,6
LOC105333443,1
LOC105333444,3126
LOC105333445,219
LOC105333446,170
LOC105333447,747
LOC105333449,497
LOC105333450,8
LOC105344617,252
LOC105344663,510
LOC105344664,10
LOC105344618,111
LOC105344620,1538
LOC105344621,1565
LOC105344622,1869
LOC105344623,2026
LOC117689118,21
LOC117689120,40
LOC105344624,164
LOC105344626,40
LOC105344627,1012
LOC105344631,4
LOC109620767,8
LOC105344630,18
LOC105344628,12391
LOC105344666,27
LOC105344635,14
LOC105344633,0
LOC105344634,39
LOC105344637,11800
LOC105344638,1082
LOC105344639,961
LOC105344640,237
LOC105344641,6977
LOC105344643,6
LOC105344644,568
LOC105344645,854
LOC105344646,13282
LOC105344647,452
LOC105344648,61415
LOC105344649,6541
LOC105344651,1241
LOC105344652,12
LOC105344653,217
Trnag-ucc,0
Trnag-ucc_1,0
Trnag-ucc_2,0
Trnag-ucc_3,0
LOC105344654,3
LOC105344655,48
LOC105344657,8227
LOC105344658,14596
LOC109620773,801
LOC105344659,903
LOC109620768,2
LOC117689182,9
LOC105318523,3
LOC117689187,1
LOC117689192,0
LOC105344662,0
LOC105344660,10
LOC105344661,0
LOC109620769,0
LOC117689198,3
LOC117689199,0
LOC117689201,1
LOC117689202,85
LOC105326403,1
LOC109618521,2
LOC105326404,7
LOC109617439,1
LOC105323550,16
LOC117689208,29
LOC105318833,1
LOC105318831,19
LOC105318834,5
LOC105318828,57
LOC105318830,15
LOC105318827,18
LOC109618602,8
LOC117680365,0
LOC105326990,19
LOC105326993,39
LOC105326991,6
LOC117689235,0
LOC117689233,2
LOC105326987,3
LOC105342707,16
LOC105342724,78
LOC105342706,26
LOC105342705,3
LOC117689234,3
LOC105342702,7
LOC105342701,17
LOC105342700,9
LOC117689236,15
LOC117689238,4
LOC105342699,5
LOC117689242,2
LOC117689241,22
LOC117689244,2
LOC105342698,6156
LOC105342697,2173
LOC105342695,1013
LOC105342694,1033
LOC105342723,1
LOC109620503,0
LOC105342693,18
LOC105342692,101
LOC105342691,487
LOC105342689,192
LOC105342688,1203
LOC105342687,0
LOC105342682,1895
LOC105329815,45
LOC105342683,1149
LOC105342684,2793
LOC105342685,5896
LOC105342681,11097
LOC105342680,21
LOC105342679,1258
LOC117689289,5
LOC105320918,23
LOC105320917,1
LOC105320944,0
LOC105343746,9
LOC117689291,33
LOC105337669,0
LOC105337671,12
LOC105337672,610
LOC105334174,414
LOC105334173,1
LOC105334172,17
LOC105334171,11
LOC105329916,3
LOC105329908,456
LOC105329910,1
LOC105329911,1489
LOC117689355,1
LOC105329912,27114
LOC105329913,3385
LOC105329914,2274
LOC105330605,9219
LOC105330603,12518
LOC105344139,7095
LOC105344135,17080
LOC105344134,75
LOC105344138,43
LOC105338937,0
LOC105338927,25
LOC105338928,22
LOC105338929,1214
LOC105338930,4509
LOC105338932,85
LOC105338933,1
LOC105338934,11
LOC105338938,17
LOC105338935,44894
LOC109619252,3
LOC105332384,9988
LOC105332386,15
LOC105332385,4
LOC105332387,2928
LOC105332388,13
LOC105332389,11
LOC105332391,233
LOC105332392,419
LOC105332393,62
Trnat-cgu,0
LOC105332394,0
Trnag-gcc_1,0
Trnag-gcc_2,0
Trnag-gcc_3,0
Trnag-gcc_4,0
Trnag-gcc_5,0
Trnag-gcc_6,0
Trnag-gcc_7,0
Trnat-cgu_1,0
LOC117689445,0
Trnag-gcc_8,0
Trnag-gcc_9,0
Trnag-gcc_10,0
Trnag-gcc_11,0
Trnag-gcc_12,0
Trnag-gcc_13,0
Trnag-gcc_14,0
LOC105332396,2666
LOC105332395,5
LOC105332397,1871
LOC105324538,3751
LOC105324539,25
LOC105324540,0
LOC117682120,2
LOC117682122,0
LOC117693063,3
LOC117682134,29
LOC117682136,5
LOC105339128,325
LOC117682149,127
LOC105334751,898
LOC117682158,0
LOC117682154,0
LOC117687020,0
LOC105318487,0
LOC105320355,91
LOC105336279,64
LOC109621209,49
LOC109621210,56
LOC105321293,0
LOC105321295,3434
LOC105331182,4
LOC117682968,0
LOC105331195,9
LOC105336408,32
LOC105331183,172
LOC105331184,85
LOC105331185,1338
LOC105331187,593
LOC105331188,436
LOC105331189,4684
LOC105331190,1518
LOC105331191,11484
LOC117683030,2
LOC105331193,2
LOC105331194,19
LOC105337679,240
LOC105337680,1292
LOC105337683,1
LOC117683082,111
LOC105337684,1
LOC105337686,0
LOC105323504,2
LOC117693065,7
LOC117693066,0
LOC105337687,1
LOC109617054,1
LOC109619928,0
LOC105337688,0
LOC105337689,1
LOC117693067,0
LOC105337690,9
LOC105337691,1128
LOC105337692,1191
LOC105337693,3421
LOC105327254,0
LOC105340078,3
LOC105340079,0
LOC105332055,0
LOC105324380,0
LOC105344070,43
LOC105344065,364
LOC105344066,298
LOC105344067,45
LOC105344068,37
Trnav-cac,0
Trnam-cau_1,0
LOC105338964,706
LOC105348718,505
LOC105348750,135
LOC105325289,71
LOC117684778,176
LOC105325288,3514
LOC105325287,48566
LOC105325286,1
LOC105325285,6
LOC105325284,6368
LOC105325283,907
LOC105325280,531
LOC105325279,6
LOC105325278,1
LOC117684822,92
LOC117684824,1
LOC117684826,3
LOC117684818,0
LOC117684819,0
LOC117684820,0
LOC117693069,3
LOC117684823,265
LOC105332879,25
LOC109618113,7
LOC105336854,1
LOC117684828,1
LOC105336857,8
LOC105328909,1
LOC117684827,0
LOC105326498,29
LOC105336855,3
LOC117690636,0
LOC105336856,1
LOC105336853,1
LOC105324772,2
LOC117690656,4
LOC105324773,3742
LOC105324774,2
LOC105324775,37505
LOC105324776,13580
LOC105328361,1047
LOC105328359,0
LOC105328360,0
LOC105328358,0
LOC105328357,1121
LOC105328356,2858
LOC105328355,3
LOC105328353,6843
LOC105328352,23458
LOC105340507,10
LOC105340486,19
LOC105340487,1836
LOC105340488,4727
LOC105340489,24
LOC105340490,33
LOC105340491,31
LOC105340492,2047
LOC105340493,3000
LOC105340494,5136
LOC105340495,26135
LOC105340497,792
LOC105340496,6411
LOC105340498,57294
LOC117690814,34
LOC105321313,106
LOC105324291,50
LOC117690802,97
LOC105324290,0
LOC105324288,19297
LOC105324287,6454
LOC105324286,88
LOC105324285,29
LOC105324284,3589
LOC105324283,957
LOC105328940,0
LOC117690865,148
LOC105328911,1
LOC117690869,1
LOC117690872,0
LOC117690874,5
LOC117681715,0
LOC117681716,0
LOC105323831,0
LOC105318850,20
LOC105318851,18846
LOC105318852,0
LOC105318853,6
LOC117688288,0
LOC105318854,471
LOC105318855,3522
LOC105318857,33
LOC117688294,1
LOC117688331,28
LOC117688313,0
LOC105318859,0
LOC117688348,0
LOC105318873,7
LOC105318856,0
LOC105318858,5
LOC105318861,0
LOC105318863,0
LOC117688352,2
LOC105318864,4
LOC117688358,5331
LOC117693076,48
LOC105318866,95
LOC105318867,411
LOC105318869,5818
LOC105318870,3869
LOC105329632,1022
LOC105318872,389
LOC105339803,319
LOC105339800,5930
LOC105339801,35
LOC105339799,252
LOC105339798,951
LOC105339796,1380
LOC105339795,325
LOC105339794,7
LOC105334667,21
LOC117693077,0
LOC105328808,1931
LOC105328807,100
LOC105328805,34
LOC105328806,603
LOC105328804,1149
LOC105328803,703
LOC105346312,2097
LOC105346314,1405
LOC105346315,33
Trnas-gcu_2,0
Trnas-gcu_3,0
Trnas-gcu_4,0
Trnas-gcu_5,0
Trnas-gcu_6,0
LOC117693078,0
Trnas-gcu_7,0
Trnas-gcu_8,0
LOC105348233,0
LOC105323144,5
LOC117688637,4
LOC105348239,1
LOC105328263,0
Trnas-gcu_9,0
LOC105348244,2
LOC105348256,10
LOC105348264,1247
LOC105348274,213
LOC105320772,161
LOC105320773,14436
LOC105320774,991
LOC105320775,1416
LOC105348565,16
LOC105348566,583
LOC105348567,3381
LOC105348568,12223
LOC105348569,313
LOC105348570,102
LOC105331851,4200
LOC105331860,961
LOC105332174,0
LOC105332182,2
LOC105331875,5907
LOC105331887,0
LOC105332189,0
LOC105331896,173
LOC105331918,4457
LOC105331923,1536
LOC117688804,111
LOC117688799,42
LOC105337334,2024
LOC105337335,18656
LOC105337336,6
LOC105337337,2482
LOC105337338,209
LOC105337339,118
LOC117688810,0
LOC105337340,3
LOC105337342,3
LOC105337343,1
LOC105337344,1
LOC105337345,2
LOC105337346,7017
LOC105337347,1770
LOC105337348,152
LOC105337351,10291
LOC105337352,1382
LOC105337353,273
LOC117693081,2
LOC117693084,0
LOC117680762,18
LOC105337357,2720
LOC117680769,6
LOC117680773,0
LOC117680768,15
LOC117680772,0
LOC105337354,13
LOC117680767,2357
LOC105334278,2185
LOC105334280,2
LOC105330365,1653
LOC105330366,269
LOC105330364,1592
LOC105330362,675
LOC105330363,56
LOC105330361,8
LOC105330360,59
LOC105330359,23
LOC105330358,2
LOC105330357,1
LOC105330356,3
LOC105330374,17
LOC105330355,2745
LOC105330354,1438
LOC105330352,26
LOC105330351,154
LOC117680799,0
LOC105330350,9
LOC105330349,10505
LOC105330348,5255
LOC105330347,75
LOC105322741,3449
LOC105322740,457
LOC105322739,653
LOC105322738,441
LOC117680915,7
LOC117680931,2
LOC105322736,1
LOC117680940,0
LOC105337742,5
LOC105337740,121
LOC117681010,6
LOC117680994,1
LOC117680950,0
LOC117680960,0
LOC117681011,0
LOC117681005,1
LOC105325502,0
LOC105321352,0
LOC117693087,3
LOC109618402,1
LOC117680997,691
LOC117680955,2284
LOC117680965,21
LOC117681006,0
LOC117680979,2597
LOC117681002,225
LOC117680968,1861
LOC105325481,34
LOC117693090,2
LOC117681007,176
LOC117680976,267
LOC117681009,3
LOC105325491,0
LOC105325490,1
LOC105325489,2
LOC117681003,0
LOC117681008,3
LOC105325501,0
LOC117680999,2
LOC117681013,2
LOC105325500,240
LOC105330897,0
LOC105325487,3631
LOC117680961,1
LOC105325484,1924
LOC105325483,661
LOC105325482,6116
LOC117681417,20
LOC105325480,3
LOC105325479,0
LOC117693091,0
LOC105334144,0
LOC109619469,0
LOC105334249,11
LOC105334158,41
LOC105334161,1274
LOC105334191,63
LOC105334201,0
LOC105330907,17
LOC105336809,31
LOC117681861,17
LOC105328081,9
Trnaw-cca_1,0
LOC105328072,4
LOC117681865,2
LOC105347734,8
LOC105347732,0
LOC109621131,5
LOC105347731,22
LOC105347730,1
LOC105347729,34
LOC105329630,7
LOC105341984,263
LOC117681713,34
LOC105324675,0
LOC109618275,0
LOC109618274,26
LOC117683526,37
LOC117683525,516
LOC117683528,138
LOC105324646,31
LOC105324674,9
LOC117680646,2
LOC117683534,5
LOC117683533,0
LOC105345151,0
LOC117693094,0
LOC117683538,0
LOC117683540,0
LOC105324645,4
Trnaw-cca_2,0
Trnaw-cca_3,0
Trnaw-cca_4,0
Trnaw-cca_5,0
Trnaw-cca_6,0
Trnaw-cca_7,0
LOC105324644,3603
LOC105324643,684
LOC105324642,988
LOC117693097,6
LOC109618265,11
LOC117692135,3
LOC117692137,9
LOC117692140,3
LOC109617949,1
LOC105322693,1170
LOC105322695,290
LOC105322696,5
LOC105322697,92
LOC105322698,145
LOC117692167,36
LOC105322728,1
LOC105322701,0
LOC117693102,0
LOC117692175,0
LOC105322702,0
LOC105322703,1
LOC105322704,19
LOC105322706,874
LOC105322707,5326
LOC105322708,7082
LOC105322709,51
LOC109617946,0
LOC105322710,12
LOC105322711,12
LOC105322712,0
LOC105322713,1061
LOC105322714,0
LOC105331494,317
LOC105331498,554
LOC105331495,5534
LOC105331497,2277
LOC105331504,7
LOC105331499,18
LOC105331501,23
LOC105331502,3
LOC105322225,28
LOC105322223,727
LOC105322222,34
LOC105322221,18476
LOC105322220,3
LOC105322219,3
LOC105322217,479
LOC105322216,24438
LOC105325715,1154
LOC105333002,843
LOC105323289,1
LOC105323287,24544
LOC117692289,0
LOC105323286,2765
LOC105323285,335
LOC105323284,32457
LOC105323283,11
LOC105323282,1
LOC105323295,0
LOC117693115,0
LOC117692328,0
LOC105323294,0
LOC105323281,8873
LOC105323280,499
LOC117680413,1358
LOC105323279,141
LOC105323277,2851
LOC105323276,1151
LOC105323278,574
LOC105323275,2366
LOC105323274,4544
LOC105323272,10632
LOC105323271,1119
LOC105325246,14
LOC105323270,2070
LOC105323269,903
LOC105323267,0
LOC117692378,0
LOC117692381,1
LOC117692383,0
LOC117692385,61
LOC105323293,70
LOC117693129,0
LOC117693130,0
LOC105323266,5
LOC105323264,5
LOC105323263,6
LOC117692388,1
LOC105323261,512
LOC105323262,931
LOC117692395,0
LOC117692396,127
LOC105335221,566
LOC105335227,3
LOC117692401,0
LOC109621028,69
LOC105346465,1
LOC105347349,1
LOC105346762,0
LOC105347188,4
LOC105346591,2974
LOC105346473,4152
LOC105346385,129
LOC105346243,134
LOC105347120,16
LOC105346593,139
LOC117681732,1
LOC105347303,0
LOC105347304,0
LOC105347305,2
LOC105347306,11
LOC105347308,13
LOC105347309,7080
LOC105347310,112
LOC105347311,1723
LOC105347313,2089
LOC105347312,78
LOC105347315,2929
LOC105347316,3226
LOC105347317,917
LOC105347318,629
LOC105347320,2675
LOC105347321,316
LOC105326670,373
LOC105347323,1
LOC105343724,619
LOC105333624,17
LOC105333623,6
LOC117680474,4
LOC117681797,0
LOC105333626,11
LOC105333627,22
LOC105333628,2964
LOC105333630,47178
LOC105333631,7398
LOC105333634,1134
LOC105333633,411
LOC105333632,11764
LOC105333635,584
LOC105333636,226
LOC105333637,11
LOC105333638,1
LOC109617081,0
LOC117681833,0
LOC105345166,4
LOC117681835,49
LOC117681838,6
LOC105335714,274
LOC105343725,41
LOC105327718,2338
LOC105327720,2332
LOC105327721,6092
LOC105327722,10
LOC117681849,98
LOC105327723,14920
LOC105317831,0
LOC105327726,537
LOC105327727,1
LOC105327739,1
LOC105327728,10
LOC105327729,43
LOC105327730,0
LOC105327731,14
LOC105327732,4
LOC105327740,0
LOC105323171,6
LOC105323172,2234
LOC105323173,989
LOC105323174,41449
LOC105323176,129
LOC105323177,50
LOC105323178,2053
LOC105323179,13
LOC105323180,4093
LOC105323183,6
LOC105323182,136
LOC105323181,1
LOC105323184,26
LOC105323186,4
LOC105323193,43
LOC105323187,587
LOC105323189,2994
LOC105323191,1114
LOC105333047,2137
LOC117681992,0
LOC105333048,1795
LOC105333049,2216
LOC105333050,1354
LOC105333051,3
LOC105337066,553
LOC105337091,2211
LOC105337100,10306
LOC105337111,22
LOC105337124,11
LOC105337127,5135
LOC117693134,0
LOC105337136,3532
LOC105337148,34
LOC105325886,8710
LOC117693135,0
LOC117682089,0
LOC117682068,3
LOC117682051,0
LOC105323036,1
LOC105323013,3
LOC117682097,0
LOC109617940,0
LOC117680668,1
LOC117693136,0
LOC105339808,4
LOC105333080,2793
LOC105333081,2834
LOC105333082,117
LOC105322990,9
LOC105322999,0
LOC117693137,0
LOC117682213,13
LOC117682208,1
LOC117682212,0
LOC117682210,0
LOC117693138,0
LOC105342326,4
LOC105341798,330
LOC105341799,8
LOC105341800,37
LOC105341801,480
LOC105341802,2690
LOC105341803,107
LOC105341804,200
LOC105341824,432
LOC105341806,31
LOC105341807,114
LOC105341808,221
LOC117692753,49
LOC105341810,1796
LOC117692757,10
LOC105341811,1934
LOC105341812,70
LOC117692767,2
LOC117692772,0
LOC117692768,0
LOC105338104,0
LOC105341814,17
LOC109618119,8
LOC117693139,0
LOC105321427,6487
LOC117692778,12
LOC117692777,1
LOC105317334,16
LOC105317331,23
LOC105317333,1
LOC117686971,2
LOC105330863,12
LOC109617601,7
LOC117686996,3
LOC117687528,0
LOC109620920,9
LOC105345752,2
LOC105321782,16
LOC109617838,4
LOC117693144,4
LOC117683906,20
LOC117686660,0
LOC117686677,0
LOC117686701,0
LOC117686709,0
LOC117686710,0
LOC117686662,0
LOC117686685,0
LOC117686664,0
LOC117686666,0
LOC117683908,35
LOC117686667,0
LOC117686668,0
LOC117686671,0
LOC117686672,0
LOC117686690,0
LOC117686673,0
LOC117686674,0
LOC117686681,0
LOC117686675,0
LOC117686679,0
LOC105331207,292
LOC117683926,14
LOC105331206,356
LOC105331208,15683
LOC105331209,0
LOC117687380,213
LOC117687378,1
LOC117687379,0
LOC105319004,0
LOC117687371,0
LOC117687367,0
LOC117693146,0
LOC105319003,0
LOC117686948,1
LOC105319005,0
LOC105319000,0
LOC105319001,0
LOC105319002,0
LOC105318999,350
LOC117684930,3
LOC105318998,6321
LOC117693019,2
LOC117690929,9
LOC117690876,0
LOC109617648,2
LOC109617461,0
LOC105318995,0
LOC117688215,1
LOC117687532,0
LOC105324249,0
LOC117687543,0
LOC117687549,0
LOC117687558,0
LOC105348386,646
LOC105326263,1
LOC105326262,236
LOC105326259,16
LOC105326260,148
LOC105326257,918
LOC105326305,2
LOC109618502,6
LOC105342731,4
LOC109620514,37
LOC105323974,9
LOC117687607,4
LOC105319232,5
LOC105323930,0
LOC105323950,46
LOC117687643,1
LOC105327062,0
LOC109619555,0
LOC105339400,4
LOC105339768,128
LOC117687656,2
LOC105339769,3
LOC105339791,8
LOC105339770,267
LOC105339771,3
LOC117680666,3
LOC105339773,26
LOC105339774,8997
LOC105339775,777
Trnav-cac_1,0
LOC105339776,5
LOC105339777,56
LOC105339778,3019
LOC105339780,14
LOC105336558,23
LOC105336549,1138
LOC105339781,1019
LOC105339793,21
LOC105339782,745
LOC105339783,167
LOC105339784,10
LOC117687736,0
LOC105339786,22
LOC105339787,865
LOC105339789,54
LOC105330113,2787
LOC117687755,8
LOC105327275,1
LOC105327274,4
LOC105327272,422
LOC117687774,14
LOC105327271,577
LOC105327269,1617
LOC117687803,12
LOC117687809,0
LOC117687812,0
LOC105327266,4
LOC105327265,4
LOC109618635,0
LOC109618634,0
LOC117687844,1
LOC105327263,0
LOC105327264,2
LOC105338567,0
LOC117687865,0
LOC105338566,0
LOC105338568,0
LOC105338571,2
LOC117687877,1
LOC117687868,0
LOC109618405,1
LOC105325522,0
LOC105328433,3
LOC105346736,2
LOC105328437,9928
LOC117687923,3
LOC105328555,1
LOC105334027,11525
LOC105328443,499
LOC105328556,560
LOC105319166,3406
LOC105319169,90
LOC117688125,3
LOC105319170,22
LOC105319167,3211
LOC105319171,1590
LOC105319172,14
LOC105319173,1475
LOC105322838,4749
LOC105317168,6414
